"CPF"|"CUSTOMER_ID"|"PERIOD_START"|"PERIOD_END"|"TIMESTAMP_REQUEST"|"DT_INI"
"00000044700"|"60d82eab-5d2c-4d7d-970c-67a8b37d2451"|"7/1/2026"|"8/9/2026"|"8/9/2026 10:45:29"|
"00000041000"|"63169f3d-5dbf-4256-a6af-f26ba86ea625"|"5/1/2026"|"8/7/2026"|"8/9/2026 11:35:34"|
"00000033900"|"5726bcf8-aaee-4cff-b9e6-db5efffb496f"|"7/1/2026"|"8/8/2026"|"8/9/2026 11:59:33"|
"00000044800"|"591388fe-f621-46ca-a4b4-5b30afb9b249"|"8/6/2025"|"8/6/2026"|"8/9/2026 12:05:17"|
"00000044900"|"5ffe504b-6459-450e-a405-dd1d6be7eaac"|"1/1/2024"|"1/31/2025"|"8/9/2026 12:06:05"|
"00000045000"|"56ff39e6-beb2-448d-ad43-b26963d5a40c"|"3/7/2023"|"7/10/2026"|"8/9/2026 12:09:32"|
"00000045100"|"64d2ddda-98f8-455a-a5e4-042b62d6da72"|"7/1/2026"|"8/9/2026"|"8/9/2026 12:35:10"|
"00000045200"|"5d845a4f-70a3-4ef2-84c6-e1bcb8222382"|"8/1/2025"|"8/9/2026"|"8/9/2026 13:11:35"|
"00000045300"|"612df890-c928-4482-af62-ffb762e0c892"|"1/14/2026"|"8/9/2026"|"8/9/2026 13:36:28"|
"00000043900"|"60c2a58e-e559-4a06-8625-7b704b5239ac"|"8/1/2026"|"8/9/2026"|"8/9/2026 14:49:44"|
"00000045400"|"5cdcbc8a-214c-4407-93df-d71908cc2fd4"|"12/1/2025"|"7/31/2026"|"8/9/2026 16:37:29"|
"00000045500"|"555f5626-ed89-4cfe-af4c-23ee1bac49a0"|"7/1/2026"|"8/9/2026"|"8/9/2026 18:11:28"|
"00000045500"|"555f5626-ed89-4cfe-af4c-23ee1bac49a0"|"7/1/2026"|"8/9/2026"|"8/9/2026 18:13:47"|
"00000045600"|"582873d3-ebce-4300-97d7-c5c21f41ef14"|"1/1/2026"|"8/9/2026"|"8/9/2026 19:26:20"|
"00000045600"|"582873d3-ebce-4300-97d7-c5c21f41ef14"|"1/1/2026"|"8/9/2026"|"8/9/2026 19:27:45"|2026-08-10 14:19:21.000
